Example_Index,Loss
641,5.527389049530029
642,5.6736321449279785
643,5.661001205444336
644,5.455510139465332
645,5.56461238861084
646,5.5624237060546875
647,5.537754058837891
648,5.560720443725586
649,5.565997123718262
650,5.6866888999938965
651,5.725217342376709
652,5.76341438293457
653,5.853428363800049
654,5.83931827545166
655,5.749324798583984
656,5.761081695556641
657,5.608512878417969
658,5.56730842590332
659,5.54630708694458
660,5.557981491088867
661,5.588378429412842
662,5.457739353179932
663,5.452544689178467
664,5.3021721839904785
665,5.40462064743042
666,5.338618278503418
667,5.4368085861206055
668,5.464616775512695
669,5.361160755157471
670,5.340394020080566
671,5.246581554412842
672,5.4003448486328125
673,5.252099990844727
674,5.304473876953125
675,5.314797401428223
676,5.260671138763428
677,5.305278778076172
678,5.406900882720947
679,5.372099876403809
680,5.547712802886963
681,5.442264080047607
682,5.548481464385986
683,5.583171367645264
684,5.485488414764404
685,5.459557056427002
686,5.4792914390563965
687,5.5335588455200195
688,5.546125411987305
689,5.542248249053955
690,5.563265800476074
691,5.717543601989746
692,5.751145362854004
693,5.845465183258057
694,5.791712760925293
695,5.834261417388916
696,5.888221263885498
697,5.971431732177734
698,5.826398849487305
699,5.850149154663086
700,5.829764366149902
701,5.925592422485352
702,6.0533037185668945
703,6.079406261444092
704,6.048218250274658
705,6.042550086975098
706,6.002645969390869
707,6.007053375244141
708,6.117888450622559
709,6.1103901863098145
710,6.235114097595215
711,6.236530780792236
712,6.2346320152282715
713,6.375404357910156
714,6.239886283874512
715,6.236709117889404
716,6.202725410461426
717,6.168797969818115
718,6.111720085144043
719,6.102547645568848
720,6.19128942489624
721,6.185583591461182
722,6.290736675262451
723,6.320165157318115
724,6.460061073303223
725,6.507932186126709
726,6.674001216888428
727,6.672658443450928
728,6.76467752456665
729,6.588620662689209
730,6.599388599395752
731,6.6196794509887695
732,6.570637226104736
733,6.5473809242248535
734,6.594333171844482
735,6.5489397048950195
736,6.4506120681762695
737,6.499547958374023
738,6.43112325668335
739,6.348405361175537
740,6.35303258895874
741,6.4521589279174805
742,6.437666893005371
743,6.37723970413208
744,6.307848930358887
745,6.385578155517578
746,6.294323921203613
747,6.339615345001221
748,6.450599670410156
749,6.345434665679932
750,6.32737922668457
751,6.182647705078125
752,6.224658966064453
753,6.2482781410217285
754,6.2354230880737305
755,6.28995943069458
756,6.2034196853637695
757,6.108953952789307
758,6.173368453979492
759,6.093966484069824
760,6.042762279510498
761,5.939300537109375
762,5.937587261199951
763,5.837054252624512
764,5.7995405197143555
765,5.660739898681641
766,5.556735515594482
767,5.57871675491333
768,5.622716903686523
769,5.615161418914795
770,5.466527462005615
771,5.401396751403809
772,5.4475789070129395
773,5.461100101470947
774,5.518659591674805
775,5.441195011138916
776,5.459175109863281
777,5.41506290435791
778,5.542337894439697
779,5.574990272521973
780,5.548131942749023
781,5.443060874938965
782,5.450809955596924
783,5.477797508239746
784,5.488886833190918
785,5.445037364959717
786,5.432727813720703
787,5.473994255065918
788,5.411082744598389
789,5.340321063995361
790,5.255363464355469
791,5.2891669273376465
